asex_alt,asex_mix
"[[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.]
 [ 1.  1.  1.  1.  1.  1.  1.  1.  1.  7.  7.]
 [ 1.  1.  1.  1.  1.  8.  9.  9.  9.  9.  8.]
 [ 1.  1.  1.  1. 11. 11. 10. 10. 10.  9.  9.]
 [ 1.  1.  1. 13. 12. 12. 11. 10. 10. 10. 10.]
 [ 1.  1.  1. 15. 13. 12. 12. 11. 11. 10. 10.]
 [ 1.  1. 17. 16. 14. 13. 12. 12. 11. 11. 10.]
 [ 1.  1. 18. 16. 15. 14. 13. 12. 12. 11. 11.]
 [ 1.  1. 17. 16. 15. 14. 13. 13. 12. 12. 11.]
 [ 1. 15. 17. 16. 15. 15. 14. 13. 12. 12. 12.]
 [ 1. 15. 17. 16. 15. 15. 14. 13. 13. 12. 12.]]","[[ 1.  1.  1.  1.  6.  6.  5.  5.  5.  5.  5.]
 [ 1.  1.  1. 10.  9.  9.  8.  8.  7.  7.  7.]
 [ 1.  1. 17. 16. 14. 12. 12. 11. 10. 10. 10.]
 [ 1. 17. 16. 16. 15. 14. 14. 14. 13. 13. 13.]
 [12. 16. 15. 15. 14. 14. 14. 13. 13. 13. 13.]
 [11. 15. 15. 14. 14. 14. 13. 13. 13. 13. 13.]
 [10. 15. 14. 14. 14. 13. 13. 13. 13. 13. 12.]
 [10. 14. 14. 14. 13. 13. 13. 13. 13. 12. 12.]
 [10. 13. 14. 13. 13. 13. 13. 13. 12. 12. 12.]
 [ 9. 13. 13. 13. 13. 13. 13. 12. 12. 12. 12.]
 [ 9. 13. 13. 13. 13. 13. 12. 12. 12. 12. 12.]]"
